ZIP_CODE,BOROUGH,INSPECTION_DATE,count
11426,Queens,2013,2
10044,Manhattan,2013,1
10069,Manhattan,2013,1
10280,Manhattan,2013,1
10475,Bronx,2013,1
11223,Brooklyn,2013,1
11228,Brooklyn,2013,1
11358,Queens,2013,1
11361,Queens,2013,1
11367,Queens,2013,1
11369,Queens,2013,1
11370,Queens,2013,1
11413,Queens,2013,1
11416,Brooklyn,2013,1
11416,Queens,2013,1
11423,Queens,2013,1
11429,Queens,2013,1
10457,Bronx,2012,1086
10458,Bronx,2012,1070
10456,Bronx,2012,798
11221,Brooklyn,2012,750
11237,Brooklyn,2012,671
10468,Bronx,2012,549
10467,Bronx,2012,509
10453,Bronx,2012,467
10032,Manhattan,2012,412
10031,Manhattan,2012,389
11216,Brooklyn,2012,382
11217,Brooklyn,2012,368
10002,Manhattan,2012,357
10459,Bronx,2012,338
11206,Brooklyn,2012,335
10452,Bronx,2012,332
10027,Manhattan,2012,312
10455,Bronx,2012,295
10472,Bronx,2012,285
10009,Manhattan,2012,271
10025,Manhattan,2012,254
10451,Bronx,2012,252
10029,Manhattan,2012,251
11238,Brooklyn,2012,249
10024,Manhattan,2012,234
10454,Bronx,2012,231
11211,Brooklyn,2012,215
10460,Bronx,2012,209
11385,Queens,2012,204
10035,Manhattan,2012,202
11207,Brooklyn,2012,189
10030,Manhattan,2012,181
10026,Manhattan,2012,179
10033,Manhattan,2012,172
10003,Manhattan,2012,168
11213,Brooklyn,2012,158
10023,Manhattan,2012,134
11368,Queens,2012,132
10014,Manhattan,2012,129
11215,Brooklyn,2012,127
10034,Manhattan,2012,122
10011,Manhattan,2012,117
11205,Brooklyn,2012,112
10474,Bronx,2012,104
10013,Manhattan,2012,96
10019,Manhattan,2012,92
11225,Brooklyn,2012,90
10016,Manhattan,2012,89
10039,Manhattan,2012,87
11201,Brooklyn,2012,87
10036,Manhattan,2012,81
11222,Brooklyn,2012,79
10040,Manhattan,2012,76
10001,Manhattan,2012,74
10128,Manhattan,2012,74
10021,Manhattan,2012,69
11432,Queens,2012,66
11373,Queens,2012,62
10463,Bronx,2012,60
10012,Manhattan,2012,58
10462,Bronx,2012,49
10075,Manhattan,2012,48
11233,Brooklyn,2012,48
10037,Manhattan,2012,47
11208,Brooklyn,2012,47
10304,Staten Island,2012,43
11435,Queens,2012,43
10314,Staten Island,2012,41
11101,Queens,2012,41
10007,Manhattan,2012,39
10065,Manhattan,2012,39
10022,Manhattan,2012,38
11104,Queens,2012,37
11372,Queens,2012,37
10469,Bronx,2012,36
10028,Manhattan,2012,35
10038,Manhattan,2012,33
11203,Brooklyn,2012,33
11226,Brooklyn,2012,33
10018,Manhattan,2012,28
11377,Queens,2012,26
10301,Staten Island,2012,24
11433,Queens,2012,24
10312,Staten Island,2012,23
11235,Brooklyn,2012,22
11212,Brooklyn,2012,21
10473,Bronx,2012,20
10010,Manhattan,2012,16
10305,Staten Island,2012,16
11418,Queens,2012,16
11220,Brooklyn,2012,13
11231,Brooklyn,2012,13
11102,Queens,2012,12
11378,Queens,2012,12
10017,Manhattan,2012,11
10310,Staten Island,2012,11
11232,Brooklyn,2012,11
11691,Queens,2012,11
10303,Staten Island,2012,10
10306,Staten Island,2012,10
11210,Brooklyn,2012,10
10302,Staten Island,2012,9
10307,Staten Island,2012,9
10466,Bronx,2012,9
10471,Bronx,2012,9
11230,Brooklyn,2012,9
11355,Queens,2012,9
11106,Queens,2012,8
11209,Brooklyn,2012,8
11374,Queens,2012,8
11218,Brooklyn,2012,7
11219,Brooklyn,2012,7
11236,Brooklyn,2012,7
11370,Queens,2012,7
11379,Queens,2012,7
11412,Queens,2012,7
11417,Queens,2012,7
11434,Queens,2012,7
10004,Manhattan,2012,6
10280,Manhattan,2012,6
10461,Bronx,2012,6
11103,Queens,2012,6
11214,Brooklyn,2012,6
10475,Bronx,2012,5
10308,Staten Island,2012,4
11105,Queens,2012,4
11234,Brooklyn,2012,4
11414,Queens,2012,4
11419,Queens,2012,4
10005,Manhattan,2012,3
10309,Staten Island,2012,3
11354,Queens,2012,3
11357,Queens,2012,3
11365,Queens,2012,3
11369,Queens,2012,3
11415,Queens,2012,3
11421,Queens,2012,3
11429,Queens,2012,3
10006,Manhattan,2012,2
11001,Queens,2012,2
11224,Brooklyn,2012,2
11228,Brooklyn,2012,2
11358,Queens,2012,2
11375,Queens,2012,2
11420,Queens,2012,2
11423,Queens,2012,2
11692,Queens,2012,2
10162,Manhattan,2012,1
10470,Bronx,2012,1
11223,Brooklyn,2012,1
11229,Brooklyn,2012,1
11239,Brooklyn,2012,1
11356,Queens,2012,1
11361,Queens,2012,1
11366,Queens,2012,1
11413,Queens,2012,1
11427,Queens,2012,1
11428,Queens,2012,1
11436,Queens,2012,1
11693,Queens,2012,1
10457,Bronx,2011,1025
10456,Bronx,2011,955
10458,Bronx,2011,888
11221,Brooklyn,2011,645
10453,Bronx,2011,594
11216,Brooklyn,2011,534
10468,Bronx,2011,509
11206,Brooklyn,2011,428
11237,Brooklyn,2011,412
10002,Manhattan,2011,407
11238,Brooklyn,2011,383
10031,Manhattan,2011,367
10009,Manhattan,2011,365
11211,Brooklyn,2011,363
10472,Bronx,2011,362
11217,Brooklyn,2011,356
10032,Manhattan,2011,346
10459,Bronx,2011,337
10013,Manhattan,2011,302
10467,Bronx,2011,277
10027,Manhattan,2011,275
10452,Bronx,2011,275
10460,Bronx,2011,264
10025,Manhattan,2011,247
10003,Manhattan,2011,229
10029,Manhattan,2011,224
10451,Bronx,2011,219
10455,Bronx,2011,215
10033,Manhattan,2011,209
11205,Brooklyn,2011,209
11385,Queens,2011,208
11225,Brooklyn,2011,180
11213,Brooklyn,2011,177
10128,Manhattan,2011,174
11222,Brooklyn,2011,172
10014,Manhattan,2011,165
10011,Manhattan,2011,164
10026,Manhattan,2011,162
10024,Manhattan,2011,158
10012,Manhattan,2011,152
10035,Manhattan,2011,148
11215,Brooklyn,2011,146
11101,Queens,2011,144
10454,Bronx,2011,132
10030,Manhattan,2011,129
10034,Manhattan,2011,119
10038,Manhattan,2011,115
10040,Manhattan,2011,107
11201,Brooklyn,2011,104
10019,Manhattan,2011,102
10023,Manhattan,2011,99
10021,Manhattan,2011,97
10036,Manhattan,2011,96
11207,Brooklyn,2011,92
10001,Manhattan,2011,90
11203,Brooklyn,2011,89
11372,Queens,2011,88
10016,Manhattan,2011,75
11226,Brooklyn,2011,68
10075,Manhattan,2011,62
11233,Brooklyn,2011,59
10028,Manhattan,2011,58
10463,Bronx,2011,58
11103,Queens,2011,57
11432,Queens,2011,57
11212,Brooklyn,2011,55
10312,Staten Island,2011,53
